iter	RMSE
111	0.04687626003
112	0.04653791163
113	0.04624798896
114	0.04593151031
115	0.04561534899
116	0.04536528328
117	0.04501786245
118	0.044790064
119	0.04450823534
120	0.0441712851
121	0.04395217345
122	0.04372229024
123	0.04345438163
124	0.04325856033
125	0.04298999524
126	0.04265490739
127	0.04245350269
128	0.04218911694
129	0.04197504789
130	0.04169796281
131	0.04142573614
132	0.04116881417
133	0.0409411962
134	0.0407860589
135	0.0406111977
136	0.04041100082
137	0.040245985
138	0.03999428897
139	0.03979633147
140	0.03962248461
141	0.0393930678
142	0.03922086631
143	0.03904032174
144	0.03884857349
145	0.03865140365
146	0.03850331004
147	0.03831086326
148	0.03817708563
149	0.03800390491
150	0.03785672061
151	0.03767734123
152	0.03755530952
153	0.03742804448
154	0.03732316958
155	0.0371638826
156	0.03701514009
157	0.03686767962
158	0.03672863832
159	0.03656080508
160	0.03638665749
161	0.03629272443
162	0.03617064231
163	0.03603068014
164	0.03584260509
165	0.03575345077
166	0.03564540892
167	0.03558657072
168	0.03545250753
169	0.03528266722
170	0.03515510406
171	0.03498031121
172	0.03486026366
173	0.03467962803
174	0.03447228748
175	0.0342831248
176	0.03419692901
177	0.034063585
178	0.03390243075
179	0.03377246256
180	0.03364556203
181	0.0335278949
182	0.03340982755
183	0.03331690848
184	0.03312937936
185	0.03298319
186	0.03288871064
187	0.03275291203
188	0.03266251556
189	0.03255714212
190	0.03251522465
191	0.03244468881
192	0.03234697731
193	0.03220369839
194	0.0320929218
195	0.03195413827
196	0.0317442551
197	0.03160224905
198	0.03148864908
199	0.03140709506
200	0.03131323843
201	0.03123191847
202	0.03104790379
203	0.03088641961
204	0.03077749463
205	0.0305935144
206	0.0304815799
207	0.03034598498
208	0.03024012071
209	0.03011141229
210	0.03002254124
211	0.02987573636
212	0.02973400104
213	0.02966962229
214	0.02958098405
215	0.02945128128
216	0.02937079286
217	0.02924584928
218	0.02908082649
219	0.02903912763
220	0.02899114093
221	0.02888339745
222	0.02874192333
223	0.02861755887
224	0.02854221463
225	0.02847509914
226	0.02833389113
227	0.02825643874
228	0.02820826055
229	0.02813648624
230	0.02802990644
231	0.02796532644
232	0.02790079628
233	0.02777510596
234	0.02762754738
235	0.02748756993
236	0.02734377912
237	0.02731724654
238	0.02722324976
239	0.02716316262
240	0.02702209579
241	0.02699391756
242	0.02688117811
243	0.0267714215
244	0.02662593085
245	0.02650486236
246	0.02643269954
247	0.02633157286
248	0.0261678618
249	0.02606851405
250	0.026043735
251	0.02592244319
252	0.02581935922
253	0.02569641906
254	0.02557083228
255	0.02552539616
256	0.02539872407
257	0.02530587076
258	0.02517629375
259	0.02513696485
260	0.02500284148
261	0.02489759257
262	0.02487202375
263	0.02480149288
264	0.02477334952
265	0.02474432731
266	0.02472140915
267	0.02466091274
268	0.0244926646
269	0.02435132759
270	0.02431790625
271	0.02421581065
272	0.02418094194
273	0.02406956476
274	0.02402797689
275	0.02393569667
276	0.02390159687
277	0.02381411258
278	0.02370040392
279	0.02367533368
280	0.02359520046
281	0.02357343733
282	0.02355737106
283	0.02350962168
284	0.02344866132
285	0.0233174254
286	0.02318762578
287	0.02305302081
288	0.02300489405
289	0.02298743067
290	0.02295901822
291	0.02285554824
292	0.02283456401
293	0.02281319754
294	0.02279235607
295	0.02265604856
296	0.02253504718
297	0.02251954796
298	0.02249742811
299	0.0224763755
300	0.02245827308
301	0.02244056425
302	0.02233963005
303	0.02222521192
304	0.02217801575
305	0.02215304292
306	0.02202271711
307	0.02194368941
308	0.02192045748
309	0.02190126876
310	0.02188580779
311	0.0218090231
312	0.02171431612
313	0.0216871263
314	0.02167101862
315	0.02150605972
316	0.02148053156
317	0.02145684101
318	0.02144266027
319	0.02133355048
320	0.02131441621
321	0.0212882961
322	0.02114243279
323	0.02111778218
324	0.02103892501
325	0.02093904245
326	0.02086706132
327	0.02074806401
328	0.02066497059
329	0.02065015168
330	0.02063453715
331	0.02051606664
332	0.02042960373
333	0.02041600357
334	0.02033415326
335	0.02018997397
336	0.02017396518
337	0.0200208549
338	0.01997684001
339	0.01995918613
340	0.01983160222
341	0.01976498413
342	0.01975204263
343	0.01973911333
344	0.01963762429
345	0.01953100663
346	0.01946392592
347	0.01945094523
348	0.01932001012
349	0.01920602072
350	0.01913912665
351	0.01902514261
352	0.01891142382
353	0.01889734346
354	0.0188739273
355	0.01880155742
356	0.01877822163
357	0.01871347196
358	0.01870040383
359	0.01864217209
360	0.01853590228
361	0.01849950883
362	0.0184669581
363	0.01845251867
364	0.01834807085
365	0.01833286891
366	0.01828018361
367	0.01822677549
368	0.01813476426
369	0.01812300423
370	0.0180565116
371	0.01795125814
372	0.01784881018
373	0.01783784998
374	0.01782682295
375	0.01781492227
376	0.01771794656
377	0.0176972728
378	0.01768545193
379	0.01767600266
380	0.0176655385
381	0.01765248329
382	0.01755317639
383	0.01745529549
384	0.01734545247
385	0.01728663372
386	0.01721974641
387	0.01712200164
388	0.01710096614
389	0.01704525203
390	0.01703638534
391	0.01702613814
392	0.01697179631
393	0.01695920594
394	0.01685467291
395	0.01683847053
396	0.01674103398
397	0.01667149117
398	0.01666138715
399	0.01658128084
400	0.01656806238
401	0.01654818077
402	0.01648425526
403	0.01636673128
404	0.01626039479
405	0.01625072982
406	0.01614778821
407	0.0161399838
408	0.01606247311
409	0.01596579894
410	0.01592758773
411	0.01583387137
412	0.0158052119
413	0.01573807054
414	0.01569414701
415	0.01568162771
416	0.01560975203
417	0.01552516023
418	0.01544735055
419	0.01538135051
420	0.01537229443
421	0.01535715303
422	0.0152713008
423	0.01519915368
424	0.01515514792
425	0.01508727608
426	0.01501889259
427	0.01497618661
428	0.01492664473
429	0.0148527619
430	0.01484230325
431	0.01477476307
432	0.01472755645
433	0.01471897728
434	0.01463684396
435	0.01453948384
436	0.0145293426
437	0.01451678861
438	0.01447510434
439	0.01441021387
440	0.01440228376
441	0.01439634263
442	0.01432495073
443	0.01425699829
444	0.01416733678
445	0.01410086503
446	0.01409251827
447	0.014008073
448	0.01393812265
449	0.01384919854
450	0.01377511327
451	0.013714224
452	0.0137033327
453	0.01364069292
454	0.01363412223
455	0.01361647818
456	0.01356191165
457	0.01346321033
458	0.01342536727
459	0.0133578555
460	0.01334678549
461	0.01333442743
462	0.01332426529
463	0.01331178055
464	0.01329827029
465	0.01323619566
466	0.01315706691
467	0.01314775517
468	0.01310003007
469	0.0130865135
470	0.01302108522
471	0.01296983693
472	0.01292979771
473	0.0128632661
474	0.01285302857
475	0.01282224145
476	0.01276297337
477	0.01270230504
478	0.01264481916
479	0.01256964948
480	0.01256244558
481	0.01249447415
482	0.01245392769
483	0.01238177072
484	0.01233623099
485	0.01226012907
486	0.01220428359
487	0.01214865465
488	0.01210035437
489	0.01209319087
490	0.01203550783
491	0.01202659844
492	0.01198575087
493	0.01194453804
494	0.0118720465
495	0.01186008731
496	0.01182473978
497	0.01180262441
498	0.01173853135
499	0.01166917249
500	0.01166036378
501	0.01164847693
502	0.01164012521
503	0.01160117702
504	0.01154576348
505	0.01152448978
506	0.0114820539
507	0.01147002747
508	0.01144006127
509	0.01143197539
510	0.0113743324
511	0.01130688779
512	0.01130042252
513	0.01129414987
514	0.01123859465
515	0.01118961925
516	0.01118353301
517	0.01113942542
518	0.01112231454
519	0.01111114316
520	0.01106309481
521	0.01105179087
522	0.01104578007
523	0.01102167909
524	0.01098363273
525	0.01093783438
526	0.0109274795
527	0.01086977048
528	0.01081682296
529	0.01076267183
530	0.01075529944
531	0.01070383581
532	0.01067228892
533	0.01063121955
534	0.01058158738
535	0.01057495297
536	0.01054168521
537	0.01053367437
538	0.01048163169
539	0.01044391155
540	0.01038970807
541	0.01038245646
542	0.01037489332
543	0.01031548309
544	0.01026691042
545	0.01022533782
546	0.01018858003
547	0.01015180982
548	0.01010529048
549	0.0100979311
550	0.01004897969
551	0.01004180461
552	0.009992288465
553	0.009946959873
554	0.009908335047
555	0.009875208496
556	0.009868560141
557	0.009841949729
558	0.009813623088
559	0.009772801576
560	0.009714488375
561	0.009682351456
562	0.009632205024
563	0.009625491492
564	0.009578884254
565	0.009536263387
566	0.009492911333
567	0.009456753107
568	0.009450930773
569	0.009410767028
570	0.009404591802
571	0.009361004837
572	0.009331384273
573	0.009326788043
574	0.009285355339
575	0.009279474852
576	0.009247283187
577	0.009226896944
578	0.009185432918
579	0.009141131985
580	0.009099306259
581	0.009069733757
582	0.009034315504
583	0.009007646011
584	0.009002270661
585	0.008989761738
586	0.008984533475
587	0.00896057283
588	0.008930260682
589	0.008883691406
590	0.008879014595
591	0.008872194809
592	0.008829211913
593	0.008821115797
594	0.008787466097
595	0.008753670042
596	0.00874806606
597	0.008712139517
598	0.00867916835
599	0.008632881826
600	0.008627758149
601	0.008600107223
602	0.008553607722
603	0.008523367536
604	0.008484850636
605	0.008482100945
606	0.008460514077
607	0.008420726889
608	0.008415400625
609	0.008409255443
610	0.008403406002
611	0.0083633035
612	0.008319096214
613	0.008289762921
614	0.008284840113
615	0.008278999433
616	0.008251689123
617	0.008211748237
618	0.008158005795
619	0.008153190386
620	0.008147171274
621	0.008142451085
622	0.008086380847
623	0.008062307664
624	0.008058246308
625	0.0080526446
626	0.008046902669
627	0.008042520127
628	0.007997521222
629	0.007975544839
630	0.007932478691
631	0.00789754477
632	0.00789254136
633	0.007852050953
634	0.007815285771
635	0.007779522067
636	0.00776554878
637	0.007745011224
638	0.007712457914
639	0.007692470929
640	0.00765674948
641	0.007651620641
642	0.0076123884
643	0.007584226861
644	0.007549615614
645	0.007545268685
646	0.007519660259
647	0.007469035628
648	0.007444187738
649	0.007439982111
650	0.007409512925
651	0.007376031278
652	0.007363174507
653	0.00735031394
654	0.007338796281
655	0.00732772894
656	0.007307210283
657	0.00727209039
658	0.007228915457
659	0.007198829173
660	0.007185795149
661	0.007183505486
662	0.00717259251
663	0.007147519615
664	0.00714354658
665	0.007140429202
666	0.007104334882
667	0.007089780227
668	0.007063207816
669	0.007058915362
670	0.00701644696
671	0.006983574264
672	0.006979743056
673	0.006975630023
674	0.006945323752
675	0.006913849691
676	0.00691042975
677	0.006879969295
678	0.006838110074
679	0.006831753087
680	0.006828188103
681	0.006810856646
682	0.006779980751
683	0.006752938064
684	0.006733645202
685	0.00672299186
686	0.006684753995
687	0.006650406685
688	0.006629686248
689	0.006611949709
690	0.006592214202
691	0.006578186956
692	0.006538803259
693	0.006511841029
694	0.006484005359
695	0.00645613727
696	0.006451287237
697	0.006420652378
698	0.006398119901
699	0.00637770319
700	0.006348225399
701	0.006317483585
702	0.006294766107
703	0.006259699357
704	0.006256443079
705	0.006253082483
706	0.00623181089
707	0.006227195396
708	0.006207801641
709	0.006199197048
710	0.006174945453
711	0.006155228162
712	0.006138600279
713	0.006134743409
714	0.006108028177
715	0.006101188194
716	0.006088434082
717	0.006084655458
718	0.006071248445
719	0.006056386231
720	0.006029085282
721	0.006026905029
722	0.006004893614
723	0.005990180118
724	0.005987194213
725	0.005968567157
726	0.005944438183
727	0.005923742905
728	0.005884101213
729	0.005880850882
730	0.00585753893
731	0.005835018117
732	0.005811705005
733	0.005783032753
734	0.005770799317
735	0.00576715173
736	0.005751224832
737	0.005728305002
738	0.005711059072
739	0.005708160026
740	0.005679406182
741	0.005676561252
742	0.005661750932
743	0.005645384568
744	0.005628635431
745	0.005605063208
746	0.005602194237
747	0.005575375897
748	0.005572386758
749	0.005569160327
750	0.005559777539
751	0.005550311047
752	0.005523081911
753	0.005499829582
754	0.00548210058
755	0.005456883564
756	0.005441554946
757	0.00541205497
758	0.005408750228
759	0.005382920163
760	0.005360761167
761	0.005357933447
762	0.005344144597
763	0.005334121047
764	0.005312636368
765	0.005310002049
766	0.005285957803
767	0.005273920402
768	0.005271602304
769	0.005258911335
770	0.005256729026
771	0.005246363022
772	0.005229406518
773	0.005204552142
774	0.005174687841
775	0.005158412433
776	0.005137120563
777	0.005117708164
778	0.005109123677
779	0.005086965787
780	0.005061907984
781	0.005036797542
782	0.005015090194
783	0.004993091755
784	0.004970527625
785	0.004954578218
786	0.004951753533
787	0.004931180499
788	0.00490989356
789	0.004891937398
790	0.004869710855
791	0.004868307666
792	0.004840273588
793	0.00483733953
794	0.004820185218
795	0.004806110016
796	0.004796473767
797	0.004785454555
798	0.004773852192
799	0.004749577267
800	0.004729367666
801	0.004726715092
802	0.004722931596
803	0.004700487827
804	0.004692868049
805	0.004690313605
806	0.004679592406
807	0.004676933171
808	0.004654784239
809	0.004643548638
810	0.004640644187
811	0.004620071065
812	0.004617454921
813	0.00459144636
814	0.004560008246
815	0.004549493997
816	0.004536500822
817	0.004513968103
818	0.004491092694
819	0.004488911008
820	0.004486543673
821	0.004473209114
822	0.004464178689
823	0.004439085357
824	0.004425151425
825	0.004407233298
826	0.004394290406
827	0.004376808349
828	0.004360242293
829	0.004340391926
830	0.004325826182
831	0.004306409148
832	0.004284170719
833	0.004262305409
834	0.004248642001
835	0.004230303145
836	0.004211155395
837	0.004199807562
838	0.004183480649
839	0.004176133534
840	0.004151385782
841	0.004138815773
842	0.00412914899
843	0.00411258417
844	0.004102754511
845	0.004100490661
846	0.004083512965
847	0.004068388196
848	0.004056149481
849	0.004053927847
850	0.004034618425
851	0.004019268501
852	0.004010282013
853	0.003991545986
854	0.003970310711
855	0.003959289414
856	0.003948173785
857	0.003929709808
858	0.003910280847
859	0.003902346985
860	0.003893222553
861	0.003876149935
862	0.003859112226
863	0.003856943804
864	0.003843919829
865	0.003835139748
866	0.003821520768
867	0.003804546528
868	0.003790899391
869	0.003788501716
870	0.003775380373
871	0.003773439523
872	0.003771468997
873	0.003763266871
874	0.003756515266
875	0.003744193541
876	0.003734303881
877	0.003715947068
878	0.003699275659
879	0.00369833688
880	0.003689794923
881	0.003687709683
882	0.003681707413
883	0.003679781165
884	0.003676128644
885	0.003657184856
886	0.00364760903
887	0.003631221563
888	0.003621936757
889	0.003603399609
890	0.00359650503
891	0.003580002635
892	0.003565413003
893	0.003558037171
894	0.003545987872
895	0.003525857801
896	0.003509677631
897	0.003493383508
898	0.0034791226
899	0.003463585428
900	0.003461796013
901	0.003440173984
902	0.003438573088
903	0.003420999357
904	0.00341404314
905	0.00340437802
906	0.003393938572
907	0.003374618093
908	0.003364511285
909	0.003352413509
910	0.003350780359
911	0.003334419767
912	0.003332910313
913	0.003330711741
914	0.003314005692
915	0.003312568482
916	0.003296220883
917	0.003282794252
918	0.003270644376
919	0.00325179389
920	0.003250100193
921	0.003241597492
922	0.003240050967
923	0.00323830474
924	0.003228630858
925	0.003222894888
926	0.003206279458
927	0.003196733066
928	0.00318416087
929	0.003178493611
930	0.003168390427
931	0.003166803962
932	0.003149225724
933	0.003144765181
934	0.003129562418
935	0.003127453156
936	0.003120597641
937	0.003108741547
938	0.003090268872
939	0.003079983101
940	0.003066853489
941	0.003063785114
942	0.003055339848
943	0.003054218545
944	0.003042973622
945	0.003026075214
946	0.003013493973
947	0.003000933038
948	0.002987923083
949	0.002973316308
950	0.002967276773
951	0.002955496662
952	0.002946969902
953	0.002945545627
954	0.002938757616
955	0.002927993818
956	0.002926464991
957	0.002915847588
958	0.00291444327
959	0.002901028779
960	0.00289548171
961	0.002886866134
962	0.002871538969
963	0.002858592497
964	0.002857539502
965	0.002842361158
966	0.002839723652
967	0.002828948889
968	0.00281756414
969	0.002813139363
970	0.002799634072
971	0.002790588796
972	0.00277733135
973	0.002768018434
974	0.002756097013
975	0.0027554198
976	0.002753881088
977	0.002752338365
978	0.002749672674
979	0.002740237294
980	0.00272471949
981	0.002723389103
982	0.002715657414
983	0.00270575098
984	0.002693706194
985	0.00268075162
986	0.002667676733
987	0.002655860788
988	0.002644427385
989	0.002634275896
990	0.002623646515
991	0.002619133887
992	0.002606939246
993	0.002595578191
994	0.002581619992
995	0.002576460805
996	0.00257521037
997	0.002573997675
998	0.002562714437
999	0.002559896342
